Región	Distrito	Municipio Escolar	Código	Escuela	Latitud	Longitud	Status	Nivel	Grado que ofrece	Montessori	Total M1Certificada	Total M1Activa	Estrellas	Puntuación	Clasificación ESSA	Tasa de Deserción	Teléfono	Dirección Física 	Pueblo	Estado	Zipcode	Email	Año_ID
Ponce	Santa Isabel	Villalba	54452	Isabel Alvarado Alvarado	18.1272180864308	-66.4920949425238	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	397	396	2	35.2%	Others	0.25%	(787) 847-0183	Carr 151 Km 2.2 Bo Hato Puerco Arriba	Villalba	PR	7660000	D54452@de.pr.gov	2020-2021
Ponce	Ponce	Ponce II	52621	Ismael Maldonado Lúgaro	18.00551	-66.60409	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	245	233	3	48.0%	Targeted	13.09%	843-2135	4 Calles Bo San Anton	Ponce	PR	7310000	D52621@de.pr.gov	2020-2021
Ponce	Ponce	Ponce III	52225	Jaime L. Drew	18.00872	-66.62797	Abierta	Primario	K 1 2 3 4 5 EE	No	233	231	3	57.3%	Others	3.28%	842-7343	Ave Roosevelt Bda Baldorioty	Ponce	PR	7310000	D52225@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	56424	Jardines de Ponce	18.04306	-66.59023	Abierta	Primario	6 7 8 EE	No	344	340	2	21.0%	Others	5.77%	844-3400	Carr 505 Km 7 Hm 0 Urb Jardines De Ponce	Ponce	PR	7310000	D56424@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	58131	José M. Espada Zayas	18.0732	-66.36784	Abierta	Primario	K 1 2 3 4 5 EE	No	239	240	4	75.0%	Others	0.79%	825-1435	Ave Luis Muñoz Marin Al Lado Cdt	Coamo	PR	7690000	D58131@de.pr.gov	2020-2021
Ponce	Utuado	Adjuntas	55806	Jose B. Barcelo Oliver	18.148034	-66.729973	Abierta	PS - Otros	SHARED	No					N/A		829-5379	Carr 518 Km 1 Hm 1 Bo Saltillo	Adjuntas	PR	6010000	D55806@de.pr.gov	2020-2021
Ponce	Utuado	Adjuntas	50294	José Emilio Lugo	18.16602	-66.72544	Abierta	Secundario	9 10 11 12 ES	No	503	472	2	34.2%	Comprehensive	5.18%	829-0408	Urb Cerros 75 Calle Francisco Pietri	Adjuntas	PR	6010000	D50294@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	56226	José Felipe Zayas	18.07602	-66.37419	Abierta	Secundario	9 10 11 12 ES	No	612	594	2	32.0%	Others	0.48%	825-5911	Calle 19 Ext. Jardines De Coamo	Coamo	PR	7690000	D56226@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	57000	Jose Onofre Torres	18.03668	-66.86064	Abierta	Primario	6 7 8 EI	No	313	315	1	18.7%	Others	1.25%	856-2143	Carr 128 Km 1 Hm 8 Int 368	Yauco	PR	6980000	D57000@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	50500	José Ramón Rodríguez	18.07834	-66.35747	Abierta	Primario	K 1 2 3 4 5 EE	No	300	296	4	69.0%	Others	1.65%	825-1127	Calle Dr Veve Sur	Coamo	PR	7690000	D50500@de.pr.gov	2020-2021
Ponce	Yauco	Guánica	50757	José Rodríguez Soto	17.96766	-66.93638	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	253	263	2	36.9%	Others	8.62%	821-2310	Ave Los Veteranos #40 Bo Ensenada	Guánica	PR	6470000	D50757@de.pr.gov	2020-2021
Ponce	Utuado	Utuado	13318	José Vizcarrondo	18.28419	-66.8032	Abierta	Todos Los Niveles	6 7 8 9 10 11 12	No	158	156	3	41.0%	Others	2.45%	894-7702	Carr 111 Int 602 Bo Angeles	Utuado	PR	6410000	D13318@de.pr.gov	2020-2021
Ponce	Yauco	Peñuelas	57919	Josefa Vélez Bauzá (Superior Urbana)	18.06551	-66.74315	Abierta	Secundario	9 10 11 12	No	731	704	2	27.7%	Others	2.38%	(787) 836-1340	Carr 132 Bo Cotto	Peñuelas	PR	6241278	D57919@de.pr.gov	2020-2021
Ponce	Ponce	Ponce II	54502	Josefina Boya	18.01205	-66.58487	Abierta	Primario	K 1 2 3 4 5	No	274	266	2	33.9%	Others	2.10%	840-3770	Calle Hucar Bo Sabanetas Merceditas	Ponce	PR	7150000	D54502@de.pr.gov	2020-2021
Ponce	Utuado	Jayuya	54619	Josefina León Zayas	18.21938	-66.58811	Abierta	Secundario	9 10 11 12 ES	No	731	699	3	44.8%	Others	1.21%	828-5700	Carr 144 Ramal 141	Jayuya	PR	6640000	D54619@de.pr.gov	2020-2021
Ponce	Ponce	Ponce III	52258	Juan Cuevas Aboy	17.99976	-66.62222	Abierta	Primario	K 1 2 3 4 5	No	377	386	3	55.5%	Others	0.51%	843-3895	Calle Eduardo Cuevas Urb Villa Grillasca	Ponce	PR	7310000	D52258@de.pr.gov	2020-2021
Ponce	Ponce	Ponce II	52159	Juan Morel Campos (Musica)	18.0119138200392	-66.6113520016556	Abierta	Todos Los Niveles	SHARED	No					N/A		842-3974	Calle Lolita Tizol #20	Ponce	PR	7310000	D52159@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	55731	Juan Serapio Mangual	17.99454	-66.4909	Abierta	Primario	K 1 2 3 4 5	No	194	192	4	69.5%	Others	0.49%	837-8515	Carr 1 Km 13 Hm 9 Bo Pastillo	Juana Díaz	PR	7950000	D55731@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	57562	Juan Serrallés (Intermedia)	18.05104	-66.54771	Abierta	Primario	6 7 8	No	264	265	2	22.8%	Others	3.74%	848-2005	Calle Jobos Final Bo Coto Laurel	Ponce	PR	7310000	D57562@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	52274	Juan Serrallés (Superior)	18.04971	-66.54824	Abierta	Secundario	9 10 11 12	No	430	417	3	40.5%	Others	7.16%	848-5274	Carr. 14 Bo Coto Laurel	Ponce	PR	7310000	D52274@de.pr.gov	2020-2021
Ponce	Utuado	Utuado	16220	Judith A. Vivas	18.26701	-66.6955	Abierta	Primario	K 1 2 3 4 5 EE	No	257	255	5	88.0%	Others	3.75%	894-3446	Ave Ribas Dominicci	Utuado	PR	6410000	D16220@de.pr.gov	2020-2021
Ponce	Ponce	Ponce III	55475	Julio Alvarado Tricoche	18.00938	-66.64463	Abierta	Primario	K 1 2 3 4 5	No	215	218	3	42.8%	Others	8.82%	844-7048	Calle 13 Urb Jardines Del Caribe	Ponce	PR	7310000	D55475@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	52704	Julio Collazo Silva	18.07412	-66.63531	Abierta	Primario	K 1 2 3 4 5	No	160	170	2	38.6%	Others	4.00%	848-2385	Carr 14 Bo Cerrillos	Ponce	PR	7310000	D52704@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	53660	Lena M. Franceschi (Rubias)	18.15246	-66.88604	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	130	131	2	30.5%	Others	2.21%	838-0040	Carr 105 Km 25 Hm 1 Bo Rubias	Yauco	PR	6980000	D53660@de.pr.gov	2020-2021
Ponce	Ponce	Ponce II	54247	Librado Net	18.00529	-66.63638	Abierta	Primario	PK K 1 2 3 4 5	No	173	169	4	64.7%	Others	6.77%	842-6395	Urb San Antonio, 50 Calle 9	Ponce	PR	7285901	D54247@de.pr.gov	2020-2021
Ponce	Ponce	Ponce III	58511	Lila María Mercedes Mayoral	17.98348	-66.66344	Abierta	Secundario	9 10 11 12	No	119	115	3	42.4%	Others	6.20%	843-8245	Blq Canas Box 7409 Sector El Tuque	Ponce	PR	7327409	D58511@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	56093	Llanos del Sur	18.04644	-66.55013	Abierta	Primario	K 1 2 3 4 5 EE	No	320	329	3	43.6%	Others	1.77%	848-1105	Calle 3 Parc Llanos Del Sur Bo Coto Laurel	Ponce	PR	7800000	D56093@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	58305	Loaiza Cordero del Rosario	18.03055	-66.86819	Abierta	Secundario	9 10 11 12 ES	No	417	397	1	10.9%	Comprehensive	5.26%	267-6615	Ave Luis Muñoz Marin #1000	Yauco	PR	6980000	D58305@de.pr.gov	2020-2021
Ponce	Ponce	Ponce III	52365	Lucy Grillasca	17.98624	-66.62923	Abierta	Primario	K 1 2 3 4 5 EE	No	231	237	2	24.5%	Others	2.37%	842-4010	Ave Eduardo Ruberte Parque Amalia Marin	Ponce	PR	7310000	D52365@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	53579	Luis A. Ferré Aguayo	18.01222	-66.87173	Abierta	Primario	K 1 2 3 4 5 EE	No	108	111	3	47.0%	Others	1.79%	856-3635	Calle 3 Esq  5 Y 6	Yauco	PR	6980000	D53579@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	51698	Luis Llorens Torres	18.04658	-66.5049	Abierta	Secundario	9 10 11 12	No	445	438	3	56.2%	Others	2.63%	837-2670	Calle La Cruz Juana Diaz Pueblo	Juana Díaz	PR	7950000	D51698@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	51763	Luis Muñoz Marín	17.99439	-66.49162	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 EI	No	214	212	1	19.8%	Others	3.13%	837-8151	Carr 1 Sector Singapur Bo Pastillo	Juana Díaz	PR	7950000	D51763@de.pr.gov	2020-2021
Ponce	Utuado	Utuado	13425	Luis Muñoz Rivera	18.26712	-66.72525	Abierta	Secundario	9 10 11 12 ES	No	495	490	3	44.6%	Others	4.53%	894-2666	124 Calle Dr Cueto	Utuado	PR	6410000	D13425@de.pr.gov	2020-2021
Ponce	Yauco	Guánica	50773	Luis Muñoz Rivera	17.99822	-66.89452	Abierta	Primario	PK K 1 2 3 4 5	No	102	96	5	81.7%	Others	0.93%	821-3121	Carr 116 Ramal 1116 Bo Cano	Guánica	PR	6530000	D50773@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	53512	Luis Muñoz Rivera	18.03198	-66.84978	Abierta	Primario	K 1 2 3 4 5 EE	No	177	173	3	42.4%	Others	1.11%	856-1370	Ave Barbosa	Yauco	PR	6980000	D53512@de.pr.gov	2020-2021
Ponce	Santa Isabel	Villalba	58180	Lysander Borrero Terry	18.12665	-66.49979	Abierta	Secundario	9 10 11 12	No	592	578	2	29.5%	Others	2.14%	847-2110	Carr 149 Km 57.2 Bo Tierra Santa	Villalba	PR	7661703	D58180@de.pr.gov	2020-2021
Ponce	Yauco	Guánica	50781	Magueyes II	18.02262	-66.88557	Abierta	Primario	PK K 1 2 3 4 5 EE	No	127	130	2	37.0%	Others	2.26%	821-7000	Bo Susua Baja Sector Magueyes	Guánica	PR	6530000	D50781@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	51706	Manuel Fernández Juncos	18.05249	-66.50271	Abierta	Primario	PK K 1 2 3 4 EE	No	276	289	3	40.6%	N/A	3.88%	837-2243	Carr 14 Calle Comerio	Juana Díaz	PR	7950000	D51706@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	56101	Manuel González Pato	18.0322627579835	-66.6013575711255	Abierta	Primario	6 7 8	No	281	276	2	30.8%	Others	2.14%	841-7216	Calle 9 Urb La Rambla	Ponce	PR	7310000	D56101@de.pr.gov	2020-2021
Ponce	Santa Isabel	Santa Isabel	53009	Manuel Martín Monserrate	17.96654	-66.40544	Abierta	Primario	6 7 8 EI	No	247	242	1	19.2%	Others	1.98%	845-3160	Calle Baldorioty De Castro #6	Santa Isabel	PR	7570000	D53009@de.pr.gov	2020-2021
Ponce	Ponce	Ponce III	54684	María E. Archeval Salamo De Valdes	17.9994	-66.63009	Abierta	PS - Instituto	SHARED	No					N/A		843-0935	Carr 21 Km 35 Hm 8M Ponce By Pass	Ponce	PR	7310000	D54684@de.pr.gov	2020-2021
Ponce	Yauco	Guánica	50799	María L. McDougall	17.9729	-66.90846	Abierta	Primario	PK K 1 2 3 4 5 EE	No	135	135	5	85.6%	Others	0.00%	821-2490	23 Calle 65 Infanteria	Guánica	PR	6530000	D50799@de.pr.gov	2020-2021
Ponce	Utuado	Utuado	14373	María Libertad Gómez	18.26778	-66.70563	Abierta	Primario	K 1 2 3 4 5 EE	No	147	148	2	33.0%	Others	3.75%	894-2188	Urb Perez Matos Calle Robles #18	Utuado	PR	6410000	D14373@de.pr.gov	2020-2021
Ponce	Santa Isabel	Santa Isabel	52944	Martín G. Brumbaugh	17.96771	-66.4043	Abierta	Primario	K 1 2 3 4 5 EE	No	366	365	2	21.3%	Others	3.37%	845-3315	33 Calle Eugenio Maria De Hostos	Santa  Isabel	PR	7570000	D52944@de.pr.gov	2020-2021
Ponce	Utuado	Jayuya	51375	Miguel A. Sastre Oliver	18.20239	-66.5794	Abierta	Primario	PK K 1 2 3 4 5 EE	No	175	182	3	46.1%	Others	1.56%	828-2008	Carr 527 Km 2 Hm 1 Bo Veguita Sec Gripiñas	Jayuya	PR	6640000	D51375@de.pr.gov	2020-2021
Ponce	Yauco	Peñuelas	57323	Miguel González Bauza	18.05554	-66.71168	Abierta	Primario	K 1 2 3 4 5 EE	No	250	244	2	38.1%	Others	1.57%	836-2597	Bo Quebrada Calle 1 Sect Caracoles	Peñuelas	PR	6240000	D57323@de.pr.gov	2020-2021
Ponce	Santa Isabel	Villalba	56077	Norma I. Torres Colon	18.12707	-66.48902	Abierta	Primario	K 1 2 3 4 5	No	227	224	2	32.2%	Others	0.00%	847-9090	Carr 150 Km 5 Hacia Coamo	Villalba	PR	7660000	D56077@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	58172	Pedro Colón Santiago	18.05349	-66.52275	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	293	293	3	40.4%	Others	1.64%	837-1016	Carr 14 Km 11 Bo Jacaguas	Juana Díaz	PR	7950000	D58172@de.pr.gov	2020-2021
Ponce	Santa Isabel	Santa Isabel	53058	Pedro Meléndez Santiago	17.9842	-66.43702	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	369	369	3	47.1%	Others	3.05%	845-3565	Calle Libertad Bo Playita Cortada	Santa Isabel	PR	7570000	D53058@de.pr.gov	2020-2021
Ponce	Ponce	Ponce II	52514	Ponce High School	18.01103	-66.61032	Abierta	Secundario	9 10 11 12	No	668	628	2	21.7%	Comprehensive	16.09%	842-4156	Calle Cristina #37	Ponce	PR	7330000	D52514@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	58099	Profesora Luisa Monsegur Vélez	18.010869	-66.845207	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	235	240	4	71.3%	Others	7.77%	267-0030	Barrio Barinas	Yauco	PR	6980000	D58099@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	50542	Purificación Rodríguez	18.07771	-66.35917	Abierta	Primario	K 1 2 3 4 5 EE	No	303	304	4	72.7%	Others	3.37%	825-1684	Calle Rodriguez Hidalgo Esq Carrion Maduro	Coamo	PR	7690000	D50542@de.pr.gov	2020-2021
Ponce	Utuado	Adjuntas	54551	Rafael Aparicio Jiménez	18.16476	-66.72388	Abierta	Primario	6 7 8 EI	No	329	324	2	32.4%	Comprehensive	2.32%	829-3890	Calle Rodulfo González Final	Adjuntas	PR	6010000	D54551@de.pr.gov	2020-2021
Ponce	Yauco	Peñuelas	51870	Rafael Irizarry Rivera	18.0538	-66.72358	Abierta	Primario	6 7 8 EI	No	300	289	4	60.6%	Targeted	3.58%	836-1177	Calle Pedro Alvarado	Peñuelas	PR	6240000	D51870@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	50468	Ramón José Dávila	18.07382	-66.36495	Abierta	Secundario	9 10 11 12 ES	No	734	727	2	28.6%	Others	3.64%	825-1247	Urb El Eden Calle A	Coamo	PR	7690000	D50468@de.pr.gov	2020-2021
Ponce	Santa Isabel	Villalba	58495	Ramón López Berrios	18.15672	-66.46993	Abierta	Primario	K 1 2 3 4 5 EE	No	98	96	5	81.8%	Others	4.85%	847-6729	Carr. 561 Km. 5 Bo. Vacas	Villalba	PR	7660000	D58495@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	52555	Ramón Marín	18.00711	-66.60203	Abierta	Todos Los Niveles	EE EI ES	No	166	170	5	85.4%	Others	1.17%	842-1371	Ave Las Americas	Ponce	PR	7310000	D52555@de.pr.gov	2020-2021
Ponce	Yauco	Peñuelas	51946	Ramón Perez Purcell	18.06048	-66.75445	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	341	342	2	39.1%	Others	5.23%	836-5564	Carr 132 Km 7 Hm 7 Bo Santo Domingo	Peñuelas	PR	6240000	D51946@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	52571	Rodulfo del Valle	18.02225	-66.60379	Abierta	Primario	K 1 2 3 4 5 EE	No	245	255	4	66.9%	Others	5.03%	844-1265	Ave Tito Castro Carr. 14	Ponce	PR	7330000	D52571@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	50609	Román Colón Correa	18.0213457351876	-66.332328159988	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	254	263	3	47.6%	Others	1.50%	825-5445	Carr 154, Sector Rio Jueyes	Coamo	PR	7690000	D50609@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	51656	Rutherford B. Hayes	18.05122	-66.50303	Abierta	Primario	K 1 2 3 4 5 EE	No	423	421	4	60.8%	Others	3.76%	837-2336	Calle Comercio Carr 14	Juana Díaz	PR	7950000	D51656@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	58248	Sabino Rivera Berrios	18.15316	-66.34056	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	138	143	1	16.9%	Others	0.00%	857-4595	Carr 723 Km 7.4 Barrio Pulguilla	Coamo	PR	7690000	D58248@de.pr.gov	2020-2021
Ponce	Utuado	Jayuya	51482	San Patricio	18.15741	-66.64385	Abierta	Primario	K 1 2 3 4 5	No	95	91	4	74.3%	Others	3.06%	259-0112	Carr 139 Km 7 Mh 6 Bo San Patricio	Jayuya	PR	6640000	D51482@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	57026	Santa Teresita	18.03116	-66.60784	Abierta	Primario	K 1 2 3 4 5 EE	No	199	199	3	42.9%	Others	2.31%	841-4949	Calle 23 Urb Santa Teresita	Ponce	PR	7310000	D57026@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	53702	Santiago Negroni	18.03154	-66.8483	Abierta	Primario	K 1 2 3 4 5	No	241	254	4	63.2%	Others	3.16%	856-1830	4 Ave Barbosa	Yauco	PR	6980000	D53702@de.pr.gov	2020-2021
Ponce	Ponce	Ponce II	56085	Sor Isolina Ferré	17.97787	-66.60445	Abierta	Primario	6 7 8 EI	No	343	352	2	31.1%	Others	9.64%	840-6075	Calle Solimar Urb Villa Del Carmen	Ponce	PR	7160000	D56085@de.pr.gov	2020-2021
Ponce	Utuado	Jayuya	51458	S. U. Antonia Serrano González	18.26075	-66.57882	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	154	155	3	43.9%	Others	0.00%	828-1285	Carr 141 Km 11 Hm 1 Bo Mameyes	Jayuya	PR	6640000	D51458@de.pr.gov	2020-2021
Ponce	Utuado	Jayuya	51441	S. U. Antonio Romero Muñiz	18.19782	-66.62139	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	188	188	2	39.7%	Others	1.53%	828-2144	Carr 140 Km 16 Hm 0 Bo Collores	Jayuya	PR	6640000	D51441@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	50443	S. U. Eugenio Nazario Soto	18.07978	-66.30244	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	216	216	4	69.4%	Others	0.90%	825-5759	Carr 702 Km 2 Hm 3 Bo Cuyon	Coamo	PR	7690000	D50443@de.pr.gov	2020-2021
Ponce	Santa Isabel	Villalba	53140	S. U. Hatillo	18.11206	-66.48545	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	427	422	3	45.3%	Others	2.03%	847-3774	Carr 150 Km 3 Hm 6 Hato Puerco	Villalba	PR	7660000	D53140@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	53686	S. U. Jaime Castañer	18.08917	-66.84113	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	123	124	3	47.4%	Others	0.78%	856-2329	Carr 372 Km 9	Yauco	PR	6980000	D53686@de.pr.gov	2020-2021
Ponce	Yauco	Peñuelas	51938	S. U. Jorge Lucas Valdivieso	17.99716	-66.71971	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 EE ES EA	No	171	169	3	59.9%	Others	2.26%	836-1105	Carr 2 Km 4 Bo Encarnacion	Peñuelas	PR	6240000	D51938@de.pr.gov	2020-2021
Ponce	Utuado	Utuado	13334	S. U. Marta Lafontaine	18.26806	-66.64424	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	91	86	3	59.3%	Others	0.00%	894-0000	Carr 613 Km 3 Hm 2 Bo Caonillas	Utuado	PR	6410000	D13334@de.pr.gov	2020-2021
Ponce	Utuado	Jayuya	51433	S. U. Nemesio R. Canales	18.20894	-66.56071	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	210	201	3	47.8%	Targeted	0.92%	828-2007	Bo Coabey Carr 144 Km 9 Hm2	Jayuya	PR	6640000	D51433@de.pr.gov	2020-2021
Ponce	Santa Isabel	Juana Díaz	51797	S. U.  Zoilo Gracía	18.09089	-66.5386	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	235	227	4	62.7%	Others	0.84%	837-0544	Carr 512 Km 5 Hm 3 Sect Capital Bo Collores	Juana Díaz	PR	7950000	D51797@de.pr.gov	2020-2021
Ponce	Ponce	Ponce I	56432	Superior Jardines de Ponce	18.04422	-66.58923	Abierta	Secundario	9 10 11 12	No	528	506	1	18.2%	Others	1.34%	840-7785	Carr 505 Km 0 Hm 7 Urb Jardines De Ponce	Ponce	PR	7310000	D56432@de.pr.gov	2020-2021
Ponce	Yauco	Yauco	55244	Superior Ocupacional y Técnica de Yauco	18.03598	-66.86231	Abierta	Secundario	9 10 11 12 ES	No	1042	1018	3	56.1%	Others	4.18%	856-1904	Carr 368 Km O Hm 12	Yauco	PR	6980000	D55244@de.pr.gov	2020-2021
Ponce	Utuado	Utuado	17863	Superior Vocacional	18.26712	-66.72525	Abierta	Secundario	9 10 11 12 ES	No	493	473	3	48.5%	Others	0.82%	814-0012	Carr 10. Km. 52.5 Bo. Salto Arriba	Utuado	PR	6410000	D17863@de.pr.gov	2020-2021
Ponce	Santa Isabel	Coamo	54445	Susana Rivera  (Nueva Escuela)	18.05581	-66.40382	Abierta	Primario	K 1 2 3 4 5	No	439	433	5	82.4%	Others	3.43%	(787) 825-3992	Bo Los Llanos Carr Pr 14 Int 545 Km 26.7	Coamo	PR	7690000	D54445@de.pr.gov	2020-2021
Ponce	Yauco	Peñuelas	51862	Webster	18.05444	-66.72201	Abierta	Primario	K 1 2 3 4 5 EE	No	344	343	2	36.8%	Others	2.22%	836-1216	Calle Luis Muñoz Rivera 225	Peñuelas	PR	6240000	D51862@de.pr.gov	2020-2021
San Juan	San Juan I	San Juan I	61598	Abraham Lincoln	18.46764	-66.11357	Abierta	Primario	PK K 1 2 3 4 5 EE	No	133	116	2	26.3%	Others	4.32%	722-1561	Calle Sol 351	San Juan	PR	9010000	D61598@de.pr.gov	2020-2021
San Juan	Carolina	Carolina II	66019	Agustín Cabrera	18.39549	-65.96069	Abierta	Primario	6 7 8 EI	No	344	346	2	28.3%	Comprehensive	5.33%	768-1725	Urb V.Carolina	Carolina	PR	9880000	D66019@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan IV	62984	Albert Einstein	18.4331	-66.04607	Abierta	Secundario	9 10 11 12 ES	No	340	327	2	27.8%	Comprehensive	3.65%	727-5525	Calle Haydee Rexach Esq Borinquen	San Juan	PR	9150000	D62984@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan IV	63172	Alejandro Tapia y Rivera	18.43826	-66.04516	Abierta	Primario	K 1 2 3 4 5 EE	No	254	255	3	48.0%	Comprehensive	3.94%	726-0100	Villa Palmera 369 Calle Belevue	San Juan	PR	9150000	D63172@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan III	62679	Amalia Marín	18.39313	-66.05409	Abierta	Primario	K 1 2 3 4 5 EE	No	88	87	4	65.3%	Others	2.08%	764-0093	Calle Guaracanal, Bo. Venezuela	San Juan	PR	9260000	D62679@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan V	62661	Amalia Marín	18.37701	-66.06276	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 EE EI	No	258	276	1	19.9%	Comprehensive	3.75%	763-5218	Calle Peñasco Final Paradise Hills	San Juan	PR	9240000	D62661@de.pr.gov	2020-2021
San Juan	Guaynabo	Trujillo Alto	69039	Andrés Valcárcel	18.35289	-66.0064	Abierta	Primario	6 7 8 EI	No	257	255	2	25.1%	Targeted	3.97%	761-1060	Calle Andres Valcarcel Final	Trujillo Alto	PR	9760000	D69039@de.pr.gov	2020-2021
San Juan	Carolina	Carolina I	61853	Ángel P. Millán Rohena	18.36921	-65.93054	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 EI	No	580	607	1	17.2%	Others	4.52%	276-0120	Car 857 Km 0.3 Bo Canovanillas	Carolina	PR	9860000	D61853@de.pr.gov	2020-2021
San Juan	San Juan I	San Juan I	61580	Antonio B. Caimary	18.4424	-66.05438	Abierta	Primario	K 1 2 3 4 5	No	252	260	3	58.9%	Others	5.38%	726-6783	Ave Eduardo Conde Esq Tapia Villa Palmeras	San Juan	PR	9150000	D61580@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan III	62422	Antonio Sarriera Egozcue	18.40727	-65.99524	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	412	404	2	26.1%	Others	2.34%	769-7415	Calle Carmen Hernandez Urb El Comandante	San Juan	PR	9240000	D62422@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan III	67785	Berwind Elemental	18.40081	-66.01285	Abierta	Primario	K 1 2 3 4 5 EE	No	231	221	2	30.3%	Others	4.94%	768-2570	Res Jardines De Berwind Calle 1	San Juan	PR	9240000	D67785@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan III	67934	Berwind Intermedia	18.40229	-66.0127	Abierta	Primario	6 7 8 EI	No	277	267	2	34.0%	Additional Targeted	5.37%	752-0055	Calle 2 Final, Res. Jardines De Berwind	San Juan	PR	9240000	D67934@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan III	67942	Berwind Superior	18.4073	-66.01225	Abierta	Secundario	9 10 11 12	No	248	233	2	30.8%	Others	4.43%	752-9720	Urb Country Club Calle Vinyater Final	San Juan	PR	9240000	D67942@de.pr.gov	2020-2021
San Juan	Guaynabo	Guaynabo	75630	Betty Rosado de Vega	18.33501	-66.10322	Abierta	Primario	K 1 2 3 4 5 EE	No	158	151	3	46.7%	Others	2.41%	720-6178	Carr 20 Km 8 Hm 6 Bo Camarones	Guaynabo	PR	9700000	D75630@de.pr.gov	2020-2021
San Juan	Carolina	Carolina I	66506	Carlos F. Daniels (Voc. De Area)	18.38561	-65.95659	Abierta	Secundario	10 11 ES	No	363	306			N/A	7.13%	762-7385	Urb Severo Quiñones Calle J S Quiñones	Carolina	PR	9860000	D66506@de.pr.gov	2020-2021
San Juan	San Juan II	San Juan III	66225	Carmen Gómez Tejera	18.3905	-66.01135	Abierta	Primario	K 1 2 3 4 5 EE	No	163	164	2	20.1%	Others	3.95%	762-7437	Urb Montecarlo Calle 15 Final	San Juan	PR	9240000	D66225@de.pr.gov	2020-2021
